Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val
0,5.67815637588501,0.925000011920929,7.559631824493408,0.8399999737739563
1,4.826809883117676,0.9125000238418579,2.6804776191711426,0.9599999785423279
2,6.558123588562012,0.9437500238418579,7.850757598876953,0.9599999785423279
3,6.191612243652344,0.9312499761581421,6.256474494934082,0.7599999904632568
4,5.421980857849121,0.9750000238418579,12.399394989013672,0.5199999809265137
5,6.0377631187438965,0.939393937587738,10.933393478393555,0.44999998807907104
6,6.709393501281738,0.9272727370262146,7.745606899261475,0.8500000238418579
7,6.2698774337768555,0.9515151381492615,0.2611093521118164,1.0
