Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val
0,4.935141086578369,0.9225806593894958,8.794698715209961,0.8399999737739563
1,4.2697434425354,0.9806451797485352,8.097299575805664,0.6800000071525574
2,4.470823764801025,0.896774172782898,3.2138614654541016,0.8399999737739563
3,5.566601753234863,0.9548386931419373,3.4628713130950928,0.9200000166893005
4,4.475882530212402,0.9375,4.735866546630859,0.8999999761581421
5,5.18079137802124,0.8999999761581421,7.675032615661621,0.6499999761581421
6,4.028248310089111,0.918749988079071,0.8444311022758484,1.0
7,5.469811916351318,0.9125000238418579,4.66244649887085,0.75
