Movie_Name;Director;Year;Jump_Count;Jump_Scare__Rating;Imdb;MPAA_Rating;Genre;Month;Budget;Worldwide_Gross;Netflix__(US);Duration;jump_IMDB_coef;jump_duration_ratio
Idle Hands;Rodman Flender;1999;10;3.0;6.2;R;Comedy, Fantasy, Horror;April;25000000.0;4152230.0;No;92;62.0;0.10869565217391304
In The Mouth Of Madness;John Carpenter;1994;10;3.0;7.2;R;Drama, Horror, Mystery;February;8000000.0;8924549.0;No;95;72.0;0.10526315789473684
In the Tall Grass;Vincenzo Natali;2019;4;1.0;5.7;TV-MA;Drama, Horror, Thriller;October;;;Yes;90;22.8;0.044444444444444446
Incarnate;Brad Peyton;2016;9;2.5;5.2;PG-13;Horror, Thriller;December;5000000.0;6341855.0;No;91;46.800000000000004;0.0989010989010989
Inland Empire;David Lynch;2006;8;2.5;6.9;R;Drama, Mystery, Thriller;February;;4044781.0;No;180;55.2;0.044444444444444446
Inside;Alexandre Bustillo, Julien Maury;2007;4;1.0;6.8;NC-17;Horror;June;3000000.0;792184.0;No;82;27.2;0.04878048780487805
Insidious;James Wan;2010;24;5.0;6.8;PG-13;Horror, Mystery, Thriller;April;1500000.0;97009150.0;No;103;163.2;0.23300970873786409
Insidious: Chapter 2;James Wan;2013;22;4.0;6.6;PG-13;Horror, Mystery, Thriller;September;5000000.0;161919318.0;No;106;145.2;0.20754716981132076
Insidious: Chapter 3;Leigh Whannell;2015;15;4.0;6.1;PG-13;Horror, Mystery, Thriller;June;10000000.0;112983889.0;No;97;91.5;0.15463917525773196
Insidious: The Last Key;Adam Robitel;2018;15;4.0;5.7;PG-13;Horror, Mystery, Thriller;January;10000000.0;167885588.0;No;103;85.5;0.14563106796116504
Interview With the Vampire;Neil Jordan;1994;6;2.0;7.6;R;Drama, Horror;November;60000000.0;223664608.0;No;123;45.599999999999994;0.04878048780487805
Intruders;Adam Schindler;2015;4;1.0;5.4;R;Drama, Horror, Thriller;January;;;No;86;21.6;0.046511627906976744
Invasion of the Body Snatchers;Philip Kaufman;1978;4;1.0;7.4;PG;Horror, Sci-Fi;December;3500000.0;24946533.0;No;115;29.6;0.034782608695652174
It;Andy Muschietti;2017;23;4.0;7.4;R;Horror;September;35000000.0;700449318.0;No;135;170.20000000000002;0.17037037037037037
It Chapter Two;Andy Muschietti;2019;24;4.0;7.0;R;Drama, Fantasy, Horror;September;79000000.0;459245680.0;No;169;168.0;0.14201183431952663
It Comes at Night;Trey Edward Shults;2017;5;1.5;6.2;R;Horror, Mystery;June;5000000.0;19280931.0;No;91;31.0;0.054945054945054944
It Follows;David Robert Mitchell;2014;5;2.0;6.8;R;Horror, Mystery, Thriller;March;1000000.0;21528593.0;No;100;34.0;0.05
Jacob's Ladder;Adrian Lyne;1990;4;1.0;7.5;R;Drama, Horror, Mystery;November;25000000.0;26118851.0;No;113;30.0;0.035398230088495575
Jaws;Steven Spielberg;1975;4;2.5;8.0;PG;Adventure, Drama, Thriller;June;7000000.0;471203004.0;No;130;32.0;0.03076923076923077
Jeepers Creepers;Victor Salva;2001;11;3.5;6.2;R;Horror, Mystery;August;10000000.0;59371303.0;No;90;68.2;0.12222222222222222
Jennifer's Body;Karyn Kusama;2009;6;2.0;5.2;R;Comedy, Horror;September;16000000.0;31556061.0;No;107;31.200000000000003;0.056074766355140186
Jessabelle;Kevin Greutert;2014;9;2.0;5.4;PG-13;Horror, Thriller;November;;6998359.0;No;90;48.6;0.1
Jigsaw;Michael Spierig, Peter Spierig;2017;7;2.0;5.8;R;Horror, Mystery, Thriller;October;10000000.0;102952888.0;No;91;40.6;0.07692307692307693
Joy Ride;John Dahl;2001;2;0.5;6.6;R;Mystery, Thriller;October;23000000.0;36642838.0;No;97;13.2;0.020618556701030927
Julia's Eyes;Guillem Morales;2010;7;2.0;6.7;NR;Horror, Mystery, Thriller;October;5000000.0;12884923.0;No;117;46.9;0.05982905982905983
Jurassic Park;Steven Spielberg;1993;9;2.5;8.1;PG-13;Action, Adventure, Sci-Fi;June;63000000.0;1030314141.0;No;127;72.89999999999999;0.07086614173228346
Jurassic World;Colin Trevorrow;2015;5;2.0;7.0;PG-13;Action, Adventure, Sci-Fi;June;150000000.0;1670400637.0;No;124;35.0;0.04032258064516129
Jurassic World: Fallen Kingdom;J.A. Bayona;2018;7;2.0;6.2;PG-13;Action, Adventure, Sci-Fi;June;170000000.0;1308467944.0;No;128;43.4;0.0546875
Kill List;Ben Wheatley;2011;1;0.5;6.4;NR;Crime, Drama, Horror;September;500000.0;171760.0;No;95;6.4;0.010526315789473684
Knock Knock;Eli Roth;2015;2;0.5;4.9;R;Drama, Thriller;October;2500000.0;5567103.0;No;99;9.8;0.020202020202020204
Krampus;Michael Dougherty;2015;10;2.0;6.1;PG-13;Comedy, Drama, Fantasy;December;15000000.0;61548707.0;No;98;61.0;0.10204081632653061
Lake Mungo;Joel Anderson;2008;1;0.5;6.2;R;Drama, Horror, Mystery;January;1400000.0;8128.0;No;87;6.2;0.011494252873563218
Lake Placid;Steve Miner;1999;11;2.5;5.7;R;Action, Comedy, Horror;July;35000000.0;56870414.0;No;82;62.7;0.13414634146341464
Last Shift;Anthony DiBlasi;2014;17;4.0;5.8;R;Horror, Mystery, Thriller;October;;;No;88;98.6;0.19318181818181818
Leatherface;Alexandre Bustillo, Julien Maury;2017;13;3.0;5.0;R;Crime, Horror, Thriller;October;;1476843.0;No;90;65.0;0.14444444444444443
Let Me In;Matt Reeves;2010;3;0.5;7.1;R;Drama, Fantasy, Horror;October;20000000.0;24145613.0;No;116;21.299999999999997;0.02586206896551724
Let The Right One In;Tomas Alfredson;2008;2;0.5;7.9;R;Drama, Horror, Romance;December;4000000.0;11227336.0;No;115;15.8;0.017391304347826087
Let Us Prey;Brian O’Malley;2014;7;3.0;5.7;NR;Horror, Thriller;June;;;No;92;39.9;0.07608695652173914
Life;Daniel Espinosa;2017;8;2.0;6.6;R;Horror, Sci-Fi, Thriller;March;58000000.0;100541806.0;No;104;52.8;0.07692307692307693
Lights Out;David F. Sandberg;2016;19;4.5;6.3;PG-13;Drama, Horror, Mystery;July;4900000.0;148868835.0;No;81;119.7;0.2345679012345679
Little Evil;Eli Craig;2017;7;1.5;5.7;TV-MA;Comedy, Horror;September;;;Yes;95;39.9;0.07368421052631578
Ma;Tate Taylor;2019;3;1.0;5.7;R;Horror, Thriller;May;5000000.0;60582764.0;No;99;17.1;0.030303030303030304
Maggie;Henry Hobson;2015;4;0.5;5.6;PG-13;Drama, Horror;May;;1663165.0;No;95;22.4;0.042105263157894736
Malevolent;Olaf de Fleur Johannesson;2018;8;3.0;4.7;TV-MA;Horror;October;;;Yes;89;37.6;0.0898876404494382
Malice;Harold Becker;1993;3;1.0;6.4;R;Crime, Mystery, Thriller;October;20000000.0;46405336.0;No;107;19.200000000000003;0.028037383177570093
Mama;Andrés Muschietti;2013;13;3.5;6.2;PG-13;Horror, Thriller;January;15000000.0;146428180.0;No;100;80.60000000000001;0.13
Mandy;Panos Cosmatos;2018;5;1.5;6.6;R;Action, Fantasy, Horror;September;6000000.0;1524880.0;No;121;33.0;0.04132231404958678
Marrowbone;Sergio G. Sánchez;2017;5;2.5;6.6;R;Drama, Horror, Mystery;April;8000000.0;12294931.0;No;110;33.0;0.045454545454545456
Martyrs;Pascal Laugier;2008;15;3.0;7.1;R;Horror;September;6500000.0;1149138.0;No;99;106.5;0.15151515151515152
May;Lucky McKee;2002;0;0.0;6.6;R;Drama, Horror;April;500000.0;264349.0;No;93;0.0;0.0
Mayhem;Joe Lynch;2017;2;0.5;6.3;NR;Action, Comedy, Horror;November;;;No;86;12.6;0.023255813953488372
Megan Is Missing;Michael Goi;2011;1;0.5;4.7;NR;Drama, Horror, Thriller;May;;;No;85;4.7;0.011764705882352941
Midsommar;Ari Aster;2019;3;1.0;7.4;R;Drama, Horror, Mystery;July;10000000.0;41123770.0;No;147;22.200000000000003;0.02040816326530612
Mirrors;Alexandre Aja;2008;15;4.0;6.1;R;Horror, Mystery;August;35000000.0;77488607.0;No;110;91.5;0.13636363636363635
Misery;Rob Reiner;1990;3;0.5;7.8;R;Drama, Thriller;November;20000000.0;61276872.0;No;107;23.4;0.028037383177570093
Mom and Dad;Brian Taylor;2017;5;1.5;5.5;R;Comedy, Horror, Thriller;March;7000000.0;165962.0;No;83;27.5;0.060240963855421686
Morgan;Luke Scott;2016;3;0.5;5.8;R;Action, Horror, Sci-Fi;September;8000000.0;8809407.0;No;92;17.4;0.03260869565217391
Mother!;Darren Aronofsky;2017;7;2.0;6.6;R;Drama, Horror, Mystery;September;30000000.0;44516999.0;No;121;46.199999999999996;0.05785123966942149
Mulholland Drive;David Lynch;2001;1;1.0;7.9;R;Drama, Mystery, Thriller;October;15000000.0;20129557.0;No;147;7.9;0.006802721088435374
My Bloody Valentine;George Mihalka;1981;11;2.5;6.2;R;Horror, Mystery, Thriller;February;2300000.0;5672031.0;No;93;68.2;0.11827956989247312
My Friend Dahmer;Marc Meyers;2017;0;0.0;6.2;R;Biography, Drama;March;;1436751.0;No;107;0.0;0.0
Nerve;Henry Joost, Ariel Schulman;2016;1;0.5;6.5;PG-13;Adventure, Crime, Drama;July;19000000.0;85251425.0;No;96;6.5;0.010416666666666666
Nocturnal Animals;Tom Ford;2016;1;1.0;7.5;R;Drama, Thriller;December;22500000.0;30311857.0;No;116;7.5;0.008620689655172414
Noroi: The Curse;Kôji Shiraishi;2005;4;1.0;7.0;NR;Horror, Mystery, Thriller;August;2000000.0;6819.0;No;115;28.0;0.034782608695652174
Oculus;Mike Flanagan;2013;14;3.5;6.5;R;Horror, Mystery;April;5000000.0;44043910.0;No;104;91.0;0.1346153846153846
Odd Thomas;Stephen Sommers;2013;10;3.0;6.8;PG-13;Comedy, Fantasy, Horror;February;27000000.0;1149267.0;No;97;68.0;0.10309278350515463
One Hour Photo;Mark Romanek;2002;1;0.5;6.8;R;Drama, Thriller;September;12000000.0;52223306.0;No;96;6.8;0.010416666666666666
One Missed Call;Eric Valette;2008;15;3.5;4.0;PG-13;Horror, Mystery;January;20000000.0;45847751.0;No;87;60.0;0.1724137931034483
Only Lovers Left Alive;Jim Jarmusch;2013;0;0.0;7.3;R;Comedy, Drama, Fantasy;December;7000000.0;7609187.0;No;123;0.0;0.0
Orphan;Jaume Collet-Serra;2009;12;3.0;6.9;R;Horror, Mystery, Thriller;July;20000000.0;76699632.0;No;123;82.80000000000001;0.0975609756097561
Ouija;Stiles White;2014;16;4.0;4.5;PG-13;Horror, Mystery, Thriller;October;5000000.0;103687316.0;No;89;72.0;0.1797752808988764
Ouija: Origin of Evil;Mike Flanagan;2016;18;4.0;6.1;PG-13;Drama, Horror, Mystery;October;9000000.0;81705746.0;No;99;109.8;0.18181818181818182
Overlord;Julius Avery;2018;12;2.5;6.7;R;Action, Adventure, Horror;November;38000000.0;41657844.0;No;110;80.4;0.10909090909090909
P2;Franck Khalfoun;2007;16;4.0;5.9;R;Crime, Horror, Thriller;November;8000000.0;7766240.0;No;98;94.4;0.16326530612244897
Pandorum;Christian Alvart;2009;13;4.0;6.7;R;Action, Horror, Mystery;September;33000000.0;20645327.0;Yes;108;87.10000000000001;0.12037037037037036
Pan's Labyrinth;Guillermo del Toro;2006;6;1.5;8.2;R;Drama, Fantasy, War;January;19000000.0;83258226.0;No;119;49.199999999999996;0.05042016806722689
Paranormal Activity;Oren Peli;2007;10;3.5;6.3;R;Horror, Mystery, Thriller;October;15000.0;193355800.0;No;86;63.0;0.11627906976744186
Paranormal Activity 2;Tod Williams;2010;14;3.5;5.6;NR;Horror;October;3000000.0;177512032.0;No;98;78.39999999999999;0.14285714285714285
Paranormal Activity 3;Henry Joost, Ariel Schulman;2011;20;4.0;5.8;NR;Horror, Mystery, Thriller;October;5000000.0;207039844.0;No;94;116.0;0.2127659574468085
Paranormal Activity 4;Henry Joost, Ariel Schulman;2012;21;4.0;4.6;NR;Horror, Mystery, Thriller;October;5000000.0;142802657.0;No;96;96.6;0.21875
Paranormal Activity: The Ghost Dimension;Gregory Plotkin;2015;29;4.0;4.6;NR;Horror, Mystery, Thriller;October;10000000.0;78903124.0;No;97;133.39999999999998;0.29896907216494845
Patient Zero;Stefan Ruzowitzky;2018;6;1.5;4.4;R;Action, Drama, Horror;August;;;No;93;26.400000000000002;0.06451612903225806
Pay The Ghost;Uli Edel;2015;13;3.0;5.2;NR;Drama, Horror, Mystery;September;;2914020.0;No;94;67.60000000000001;0.13829787234042554
Personal Shopper;Olivier Assayas;2016;4;0.5;6.1;R;Drama, Horror, Mystery;March;6000000.0;2840408.0;No;105;24.4;0.0380952380952381
Pet;Carles Torrens;2016;2;1.0;5.7;R;Horror, Thriller;December;;22003.0;No;94;11.4;0.02127659574468085
Pet Sematary;Mary Lambert;1989;13;3.5;6.6;R;Horror, Thriller;April;11500000.0;57469467.0;No;103;85.8;0.1262135922330097
Pet Sematary;Kevin Kölsch, Dennis Widmyer;2019;14;3.5;6.6;R;Horror, Mystery, Thriller;April;21000000.0;112399944.0;No;101;92.39999999999999;0.13861386138613863
Planet Terror;Robert Rodriguez;2007;14;2.5;7.1;NR;Action, Comedy, Horror;June;;10872186.0;No;105;99.39999999999999;0.13333333333333333
Poltergeist;Tobe Hooper;1982;9;1.0;7.3;PG;Horror, Thriller;June;10700000.0;121700000.0;Yes;114;65.7;0.07894736842105263
Poltergeist;Gil Kenan;2015;21;4.0;5.0;PG-13;Horror, Thriller;May;35000000.0;95437994.0;No;93;105.0;0.22580645161290322
Pontypool;Bruce McDonald;2008;1;0.5;6.6;NR;Fantasy, Horror, Thriller;September;1500000.0;32118.0;No;96;6.6;0.010416666666666666
Predator;John McTiernan;1987;7;2.0;7.8;R;Action, Adventure, Sci-Fi;June;15000000.0;98399056.0;No;107;54.6;0.06542056074766354
Prevenge;Alice Lowe;2016;0;0.5;5.9;TV-MA;Comedy, Drama, Fantasy;March;80000.0;103885.0;No;88;0.0;0.0
Pride and Prejudice and Zombies;Burr Steers;2016;7;2.0;5.8;PG-13;Action, Comedy, Fantasy;February;28000000.0;16405171.0;No;108;40.6;0.06481481481481481
Prince of Darkness;John Carpenter;1987;7;2.5;6.7;R;Horror;October;3000000.0;14182492.0;No;102;46.9;0.06862745098039216
Prometheus;Ridley Scott;2012;7;1.5;7.0;R;Adventure, Mystery, Sci-Fi;June;130000000.0;403354469.0;No;124;49.0;0.056451612903225805
Psycho;Alfred Hitchcock;1960;2;0.5;8.5;R;Horror, Mystery, Thriller;September;806947.0;32000000.0;No;109;17.0;0.01834862385321101
Quarantine;John Erick Dowdle;2008;14;3.5;6.0;R;Horror, Thriller;October;12000000.0;41319906.0;No;89;84.0;0.15730337078651685
Ravenous;Antonia Bird;1999;4;1.0;7.0;R;Adventure, Comedy, Horror;March;12000000.0;2062405.0;No;101;28.0;0.039603960396039604
Raw;Julia Ducournau;2016;3;1.0;7.0;R;Drama, Horror;March;3500000.0;3096815.0;Yes;99;21.0;0.030303030303030304
Re-Animator;Stuart Gordon;1985;4;1.0;7.2;NR;Comedy, Horror, Sci-Fi;October;900000.0;2023414.0;No;104;28.8;0.038461538461538464
[Rec];Jaume Balagueró, Paco Plaza;2007;11;3.5;7.4;R;Action, Horror, Mystery;November;1500000.0;32492948.0;No;79;81.4;0.13924050632911392
Red Dragon;Brett Ratner;2002;6;2.0;7.2;R;Crime, Drama, Thriller;October;78000000.0;209196298.0;No;124;43.2;0.04838709677419355
Regression;Alejandro Amenábar;2015;3;1.0;5.7;R;Crime, Horror, Mystery;October;15000000.0;17671101.0;No;106;17.1;0.02830188679245283
Repulsion;Roman Polanski;1965;7;2.5;7.7;NR;Drama, Horror, Thriller;October;300000.0;33174.0;No;105;53.9;0.06666666666666667
Resident Evil;Paul W.S. Anderson;2002;7;2.5;6.7;R;Action, Horror, Sci-Fi;March;33000000.0;102984862.0;No;100;46.9;0.07
Resident Evil: The Final Chapter;Paul W.S. Anderson;2016;29;4.5;5.5;R;Action, Horror, Sci-Fi;January;40000000.0;312242626.0;No;107;159.5;0.27102803738317754
Resolution;Justin Benson, Aaron Moorhead;2012;2;0.5;6.3;NR;Horror, Mystery, Thriller;January;;;No;93;12.6;0.021505376344086023
Restoration;Zack Ward;2016;10;3.0;4.0;NR;Horror;May;;;No;92;40.0;0.10869565217391304
Ring (Ringu);Hideo Nakata;1998;5;2.0;7.3;NR;Horror, Mystery;January;1200000.0;59001.0;No;96;36.5;0.052083333333333336
Rings;F. Javier Gutiérrez;2017;19;3.5;4.5;PG-13;Drama, Horror, Mystery;February;25000000.0;83080890.0;No;102;85.5;0.18627450980392157
Rosemary's Baby;Roman Polanski;1968;0;0.0;8.0;R;Drama, Horror;October;3200000.0;33400000.0;No;136;0.0;0.0
Saw;James Wan;2004;5;2.0;7.6;NR;Horror, Mystery, Thriller;October;1200000.0;103911669.0;No;103;38.0;0.04854368932038835
Saw II;Darren Lynn Bousman;2005;5;1.0;6.6;NR;Horror, Mystery;October;4000000.0;147748505.0;No;94;33.0;0.05319148936170213
Saw III;Darren Lynn Bousman;2006;5;1.5;6.2;NR;Horror, Mystery, Thriller;October;10000000.0;164874275.0;No;113;31.0;0.04424778761061947
Saw IV;Darren Lynn Bousman;2007;6;1.5;5.9;NR;Horror, Mystery, Thriller;October;10000000.0;139352633.0;No;96;35.400000000000006;0.0625
Saw V;David Hackl;2008;5;1.0;5.8;NR;Horror, Mystery, Thriller;October;10800000.0;113864059.0;No;95;29.0;0.05263157894736842
Saw VI;Kevin Greutert;2009;2;0.5;6.0;NR;Horror, Mystery, Thriller;October;11000000.0;68233629.0;No;92;12.0;0.021739130434782608
Scary Movie;Keenen Ivory Wayans;2000;8;1.5;6.2;R;Comedy;July;19000000.0;278019771.0;No;88;49.6;0.09090909090909091
Scary Movie 2;Keenen Ivory Wayans;2001;8;1.5;5.3;R;Comedy;July;45000000.0;141220678.0;Yes;83;42.4;0.0963855421686747
Scream;Wes Craven;1996;19;3.5;7.2;R;Horror, Mystery;December;14000000.0;173046663.0;No;111;136.8;0.17117117117117117
Scream 2;Wes Craven;1997;19;4.0;6.2;R;Horror, Mystery;December;24000000.0;172363301.0;No;120;117.8;0.15833333333333333
Scream 3;Wes Craven;2000;23;4.0;5.5;R;Horror, Mystery;February;40000000.0;161834276.0;No;116;126.5;0.19827586206896552
Scream 4;Wes Craven;2011;18;3.5;6.1;R;Horror, Mystery;April;40000000.0;97231420.0;Yes;111;109.8;0.16216216216216217
Searching;Aneesh Chaganty;2018;0;0.0;7.7;PG-13;Drama, Mystery, Thriller;August;880000.0;75462037.0;No;102;0.0;0.0
Secret Window;David Koepp;2004;10;2.0;6.6;PG-13;Drama, Mystery, Thriller;March;40000000.0;92913171.0;No;96;66.0;0.10416666666666667
Session 9;Brad Anderson;2001;0;0.0;6.4;R;Horror, Mystery;September;1500000.0;1612259.0;No;97;0.0;0.0
Seven;David Fincher;1995;1;0.5;8.6;R;Crime, Drama, Mystery;September;33000000.0;327311859.0;No;127;8.6;0.007874015748031496
Shaun of the Dead;Edgar Wright;2004;13;2.5;7.9;R;Comedy, Horror;September;4000000.0;30039392.0;No;99;102.7;0.13131313131313133
Shutter;Banjong Pisanthanakun, Parkpoom Wongpoom;2004;11;4.0;7.1;NR;Horror, Mystery, Thriller;September;;6989456.0;Yes;97;78.1;0.1134020618556701
Shutter Island;Martin Scorsese;2010;9;2.0;8.1;R;Mystery, Thriller;February;80000000.0;294804195.0;No;138;72.89999999999999;0.06521739130434782
Signs;M. Night Shyamalan;2002;8;2.0;6.7;PG-13;Drama, Mystery, Sci-Fi;August;72000000.0;408247917.0;No;106;53.6;0.07547169811320754
Silent Hill;Christophe Gans;2006;7;1.5;6.5;R;Horror;April;50000000.0;97607453.0;No;125;45.5;0.056
Silent Hill: Revelation;Michael J. Bassett;2012;22;4.0;5.0;R;Horror;October;20000000.0;52302796.0;No;95;110.0;0.23157894736842105
Silver Bullet;Dan Attias;1985;15;3.0;6.4;R;Horror;October;7000000.0;12361866.0;No;95;96.0;0.15789473684210525
Sinister;Scott Derrickson;2012;17;5.0;6.8;R;Horror, Mystery, Thriller;October;3000000.0;77712439.0;No;110;115.6;0.15454545454545454
Sinister 2;Ciarán Foy;2015;19;4.0;5.3;R;Horror, Mystery, Thriller;August;10000000.0;52882018.0;No;97;100.7;0.1958762886597938
Sleepaway Camp;Robert Hiltzik;1983;6;1.5;6.3;R;Horror;November;350000.0;11000000.0;No;85;37.8;0.07058823529411765
Sleepy Hollow;Tim Burton;1999;1;0.5;7.3;R;Fantasy, Horror, Mystery;November;100000000.0;206071502.0;No;105;7.3;0.009523809523809525
Slender Man;Sylvain White;2018;15;3.5;3.2;PG-13;Horror, Mystery, Thriller;August;10000000.0;51738549.0;No;93;48.0;0.16129032258064516
Slither;James Gunn;2006;10;3.0;6.4;R;Comedy, Horror, Sci-Fi;March;15000000.0;12834936.0;No;95;64.0;0.10526315789473684
Slumber;Jonathan Hopkins;2017;12;3.0;4.6;R;Horror;December;;1243832.0;No;84;55.199999999999996;0.14285714285714285
Species;Roger Donaldson;1995;7;3.0;5.8;R;Action, Horror, Sci-Fi;July;35000000.0;113374103.0;No;108;40.6;0.06481481481481481
Sphere;Barry Levinson;1998;4;1.0;6.1;PG-13;Drama, Horror, Mystery;February;80000000.0;37020277.0;No;134;24.4;0.029850746268656716
Splinter;Toby Wilkins;2008;10;3.0;6.1;R;Horror, Sci-Fi, Thriller;April;;491070.0;No;82;61.0;0.12195121951219512
Split;M. Night Shyamalan;2016;3;0.5;7.3;PG-13;Horror, Thriller;January;9000000.0;278454358.0;No;117;21.9;0.02564102564102564
Spring;Justin Benson, Aaron Moorhead;2014;1;0.5;6.7;NR;Horror, Romance, Sci-Fi;March;;49970.0;No;109;6.7;0.009174311926605505
Stake Land;Jim Mickle;2010;1;0.5;6.5;R;Drama, Horror, Sci-Fi;June;650000.0;405380.0;No;98;6.5;0.01020408163265306
Starry Eyes;Kevin Kolsch, Dennis Widmyer;2014;9;2.0;6.0;NR;Drama, Fantasy, Horror;November;;10220.0;No;98;54.0;0.09183673469387756
Stephanie;Akiva Goldsman;2017;18;3.0;5.8;R;Horror, Mystery;April;;;Yes;86;104.39999999999999;0.20930232558139536
Stir of Echoes;David Koepp;1999;9;3.0;7.0;R;Horror, Mystery, Thriller;September;12000000.0;21142914.0;No;99;63.0;0.09090909090909091
Summer of 84;Anouk Whissell, François Simard, Yoann-Karl Whissell;2018;19;4.0;6.7;NR;Drama, Horror, Mystery;August;;42027.0;No;105;127.3;0.18095238095238095
Sunshine;Danny Boyle;2007;6;1.5;7.2;R;Sci-Fi, Thriller;July;26000000.0;32017803.0;No;107;43.2;0.056074766355140186
Super 8;J.J. Abrams;2011;15;3.5;7.0;PG-13;Mystery, Sci-Fi, Thriller;June;50000000.0;260095986.0;No;112;105.0;0.13392857142857142
Suspiria;Dario Argento;1977;6;1.5;7.4;R;Horror;August;;21248.0;No;98;44.400000000000006;0.061224489795918366
Suspiria;Luca Guadagnino;2018;2;0.5;7.1;R;Fantasy, Horror, Mystery;November;20000000.0;7942093.0;No;152;14.2;0.013157894736842105
Tales of Halloween;Various Directors;2015;14;3.0;5.5;R;Comedy, Horror;October;;416792.0;Yes;92;77.0;0.15217391304347827
Terrifier;Damien Leone;2017;18;3.5;5.6;NR;Horror, Thriller;March;100000.0;;Yes;82;100.8;0.21951219512195122
Texas Chainsaw 3D;John Luessenhop;2013;14;3.0;4.8;R;Horror, Thriller;January;20000000.0;47241945.0;No;92;67.2;0.15217391304347827
The 9th Life of Louis Drax;Alexandre Aja;2016;4;1.0;6.3;R;Mystery, Thriller;September;;584723.0;No;108;25.2;0.037037037037037035
The Abandoned;Eytan Rockaway;2015;21;3.5;5.0;NR;Horror, Mystery, Thriller;June;850000.0;;No;87;105.0;0.2413793103448276
The ABCs of Death;Various Directors;2012;0;0.0;4.7;NR;Comedy, Horror;April;;23589.0;No;129;0.0;0.0
The Abyss;James Cameron;1989;2;0.5;7.6;PG-13;Adventure, Drama, Mystery;August;70000000.0;90000098.0;No;140;15.2;0.014285714285714285
The Amityville Horror;Stuart Rosenberg;1979;8;2.5;6.0;R;Horror;July;4700000.0;86432000.0;No;117;48.0;0.06837606837606838
The Amityville Horror;Andrew Douglas;2005;16;4.0;6.0;R;Horror;April;19000000.0;107516369.0;No;90;96.0;0.17777777777777778
The Atticus Institute;Chris Sparling;2015;13;3.5;5.5;NR;Horror;January;1000000.0;32521.0;No;83;71.5;0.1566265060240964
The Autopsy of Jane Doe;André Øvredal;2016;12;3.0;6.8;R;Horror, Mystery, Thriller;December;;5983416.0;Yes;99;81.6;0.12121212121212122
The Babadook;Jennifer Kent;2014;11;3.0;6.8;NR;Drama, Horror;November;2000000.0;10312540.0;No;94;74.8;0.11702127659574468
The Babysitter;McG;2017;8;2.5;6.3;TV-MA;Comedy, Horror;October;;;Yes;85;50.4;0.09411764705882353
The Bay;Barry Levinson;2012;8;2.5;5.6;R;Horror, Sci-Fi, Thriller;November;;1581252.0;No;84;44.8;0.09523809523809523
The Belko Experiment;Greg McLean;2016;8;2.5;6.1;R;Horror, Thriller;March;5000000.0;11084630.0;No;89;48.8;0.0898876404494382
The Blackcoat's Daughter;Osgood Perkins;2015;3;0.5;5.9;R;Horror, Thriller;February;;38348.0;No;89;17.700000000000003;0.033707865168539325
The Blair Witch Project;Daniel Myrick, Eduardo Sánchez;1999;0;0.0;6.5;R;Horror, Mystery;July;60000.0;248639099.0;No;81;0.0;0.0
The Borderlands (Final Prayer);Elliot Goldner;2013;12;3.0;5.7;R;Horror;February;;;No;89;68.4;0.1348314606741573
The Boy;Craig Macneill;2015;1;0.5;5.4;R;Drama, Horror, Thriller;March;;;No;89;5.4;0.011235955056179775
The Boy;William Brent Bell;2016;11;3.0;6.0;PG-13;Horror, Mystery, Thriller;January;10000000.0;74136180.0;Yes;97;66.0;0.1134020618556701
The Burning;Tony Maylam;1981;21;4.0;6.4;R;Horror;May;1500000.0;;No;91;134.4;0.23076923076923078
The Butterfly Effect;Eric Bress, J. Mackye Gruber;2004;4;1.0;7.6;R;Drama, Sci-Fi, Thriller;January;13000000.0;95707652.0;No;120;30.4;0.03333333333333333
The Bye Bye Man;Stacy Title;2017;13;3.0;4.3;PG-13;Drama, Fantasy, Horror;January;7400000.0;26667197.0;No;100;55.9;0.13
The Cabin In The Woods;Drew Goddard;2012;13;3.0;7.0;R;Horror;April;30000000.0;94348403.0;No;95;91.0;0.1368421052631579
The Call;Brad Anderson;2013;8;2.5;6.7;R;Crime, Drama, Horror;March;13000000.0;68572378.0;No;94;53.6;0.0851063829787234
The Canal;Ivan Kavanagh;2014;4;2.0;5.9;R;Horror, Mystery, Thriller;October;;75212.0;No;92;23.6;0.043478260869565216
The Changeling;Peter Medak;1980;7;2.0;7.2;R;Horror;March;7600000.0;;No;107;50.4;0.06542056074766354
The Cloverfield Paradox;Julius Onah;2018;8;3.0;5.5;PG-13;Drama, Horror, Mystery;February;26000000.0;;Yes;102;44.0;0.0784313725490196
The Collector;Marcus Dunstan;2009;2;1.0;6.4;R;Horror, Thriller;July;6000000.0;9444018.0;No;90;12.8;0.022222222222222223
The Conjuring;James Wan;2013;12;4.0;7.5;R;Horror, Mystery, Thriller;July;20000000.0;319494638.0;Yes;112;90.0;0.10714285714285714
The Conjuring 2;James Wan;2016;22;5.0;7.3;R;Horror, Mystery, Thriller;June;40000000.0;320392818.0;No;134;160.6;0.16417910447761194
The Conspiracy;Christopher MacBride;2012;1;0.5;6.3;NR;Horror, Thriller;August;1500000.0;;No;84;6.3;0.011904761904761904
The Conversation;Francis Ford Coppola;1974;1;0.5;7.8;PG;Drama, Mystery, Thriller;June;1600000.0;4432180.0;No;113;7.8;0.008849557522123894
